number,local_first_derivative_maximum,local_first_derivative_maximum_time,amplitude_first_derivative_maximum,local_second_serivative_maximum_time,local_minima_amplitude,local_minima_time,index_maxima,index_tangent_last,index_tangent,tangent_intercept_Swath,tangent_slope_Swath,intersection_time_swath,tangent_intercept,tangent_slope,intersection_time,probe_end_time,travel_length_medium,travel_time_media,air_start_time,air_end_time,theoretical_probe_end_time,rounded_theo_probe_end_time,swath_offset_time,index_minima,index_minima_tangent_first,index_minima_tangent_last,minima_swath_intersection,rounded_minima_swath_inters,r_Square_maxima
2,540,3930,2236,3985,1469,3325,787,792,782,-7247.563636363735,2.412727272727297,3612.743029389605,-8375,2.7,3645.9259259259256,3650,0.01,396.6526608171605,2415,2681.6666666666665,3078.319327483827,3080,-534.4237019057782,666,661,671,3625.774371069186,3630,0.9963725146265011
3,560,3820,1623,4255,1282,3380,765,770,760,-8074.5818181814875,2.5381818181817324,3686.3323782234897,-9073,2.8,3698.2142857142853,3700,0.015,594.9789912257406,2415,2648.3333333333335,3243.312324559074,3245,-443.0200536644156,677,672,682,3694.1892883345504,3695,0.9967552527670368
4,600,3855,1450,4275,1115,3450,772,777,767,-8971.70000000036,2.7036363636364564,3730.7901815736436,-10115,3,3743.3333333333335,3745,0.02,793.305321634321,2415,2615,3408.305321634321,3410,-322.48485993932263,691,686,696,3741.1169102296503,3745,0.9987032754602474
5,660,3890,1340,3875,1013,3515,779,784,774,-9716.581818181752,2.841818181818165,3775.604606525911,-11497,3.3,3790.9090909090905,3795,0.025,991.6316520429012,2415,2581.6666666666665,3573.298318709568,3575,-202.30628781634323,704,699,709,3778.29134366925,3780,0.9949778031197815
6,540,4235,1586,4210,937,3645,848,853,843,-8448.736363636592,2.369090909090962,3961.745970836539,-9848.5,2.7,3994.6296296296296,3995,0.03,1189.9579824514813,2415,2548.3333333333335,3738.2913157848147,3740,-223.45465505172433,730,725,735,3979.6440129449916,3980,0.9972915026844146
7,560,4285,1539,4495,920,3700,858,863,853,-9517.027272727233,2.5799999999999903,4045.3594080338266,-10459,2.8,4063.928571428571,4065,0.035,1388.2843128600616,2415,2515,3903.2843128600616,3905,-142.07509517376502,741,736,746,4058.557341124909,4060,0.9987406378651851
8,600,4315,1415,5070,942,3760,864,869,859,-10001.227272727545,2.6454545454546077,4136.61512027492,-11530,3,4157.333333333333,4160,0.04,1586.610643268642,2415,2481.6666666666665,4068.2773099353085,4070,-68.33781033961122,753,748,758,4140.711805555562,4145,0.9974486911290786
9,459.99999999999994,4315,1177,4525,946,4045,864,869,859,-7902.64545454565,2.1036363636364084,4206.356957649096,-8747.5,2.3,4214.565217391305,4215,0.045000000000000005,1784.936973677222,2415,2448.3333333333335,4233.270307010555,4235,26.91334936145904,810,805,815,4211.34666666667,4215,0.9959741380593112
10,680,4585,1399,4570,931,4150,918,923,913,-12931.299999999952,3.1254545454545344,4435.290866783013,-14190,3.4,4447.35294117647,4450,0.05,1983.2633040858025,2415,2415,4398.263304085803,4400,-37.02756269721067,831,826,836,4442.012485136743,4445,0.998749771856178
