Amplitude_number,Amplitude_intersect,intersect_time,air_start_time,air_length,air_end_time,rounded_air_end_time,rounded_probe_end_time,soil_perm,soil_length,probe_end_swath_inters,swath_perm,theoretical_probe_end_time,swath_last_point,offset_swath_theo,local_Second_derv_maxima
0,1665.98163265306,2779.4081632653056,2415,0.05,2748.3333333333335,2750,2780,Inf,0,2750.1914048021094,Inf,2750,2709,-0.19140480210944588,2895
1,1724.4814453124982,2800.4003906249995,2415,0.045000000000000005,2715,2715,2805,7.290000000000008,0.0049999999999999975,2790.0800933433543,5.0733183748021204,2788.560254969046,2723.5,-1.519838374308165,3115
2,2287.025858746534,3093.0835535247525,2415,0.04,2681.6666666666665,2685,3095,37.82249999999999,0.010000000000000002,3082.348686453501,36.12286822060289,2832.1205099380927,2907.5,-250.22817651540845,3125
3,2339.134407213067,3127.895544918019,2415,0.035,2648.3333333333335,2650,3130,23.04,0.015,3124.6901903213934,22.691585519954295,2870.6807649071393,2900,-254.0094254142541,3415
4,1935.2231742146068,3073.1483748130013,2415,0.030000000000000002,2615,2615,3075,11.902500000000002,0.02,2947.2778518451596,6.210482109009403,2909.2410198761854,2907,-38.036831968974184,3420
5,1843.2726388938918,3100.821661325748,2415,0.025,2581.6666666666665,2585,3105,9.7344,0.025,2964.9003740964667,5.2872506823740295,2952.801274845232,2915,-12.099099251234747,3160
6,1777.2900697956266,3091.397793287917,2415,0.020000000000000004,2548.3333333333335,2550,3095,7.425625,0.03,2967.2397663175043,4.38706498988804,2991.361529814278,2896,24.121763496773838,3110
7,1742.977446750272,3121.0334805189195,2415,0.015,2515,2515,3125,6.8344897959183655,0.035,3003.4429486137324,4.382017605008763,3029.9217847833247,2918.5,26.47883616959234,3160
8,1844.5224833027096,3157.6457515665493,2415,0.010000000000000002,2481.6666666666665,2485,3160,6.4072265625,0.04,3073.1377792039857,4.91959795733626,3073.482039752371,2922.5,0.34426054838513664,3150
9,1953.8116711621988,3192.132971991782,2415,0.0050000000000000044,2448.3333333333335,2450,3195,6.166944444444445,0.045,3159.8462310458526,5.625006706791842,3112.0422947214174,2941,-47.8039363244352,3350
10,1592.6168717047494,3143.980667838314,2415,0,2415,2415,3145,4.7961,0.05,3065.4925477015017,3.8082649915367144,3150.602549690464,2959.5,85.11000198896227,3180
