number,local_first_derivative_maximum,local_first_derivative_maximum_time,amplitude_first_derivative_maximum,local_second_serivative_maximum_time,local_minima_amplitude,local_minima_time,index_maxima,index_tangent_last,index_tangent,tangent_intercept_Swath,tangent_slope_Swath,intersection_time_swath,tangent_intercept,tangent_slope,intersection_time,probe_end_time,travel_length_medium,travel_time_media,air_start_time,air_end_time,theoretical_probe_end_time,rounded_theo_probe_end_time,swath_offset_time,index_minima,index_minima_tangent_first,index_minima_tangent_last,minima_swath_intersection,rounded_minima_swath_inters,r_Square_maxima,,
2,560,3930,2184,4085,1456,3345,787,932,642,-2075.067963,1.066098106,3312.141671,-8820,2.8,3670,3670,0.01,396.484552,2415,2681.666667,3078.151219,3080,-233.9904522,670,665,675,3310.152021,3315,0.960524345,1,89.43721447
3,580,3825,1595,3870,1266,3420,766,911,621,-2023.923851,0.982049584,3350.0588,-9497.5,2.9,3711.551724,3715,0.015,594.726828,2415,2648.333333,3243.060161,3245,-106.9986389,685,680,690,3346.539764,3350,0.917001123,1.5,49.2418631
4,680,3865,1440,3950,1093,3455,774,919,629,-2007.185844,0.916003682,3384.46876,-11701,3.4,3762.941176,3765,0.02,792.9691041,2415,2615,3407.969104,3410,23.50034401,692,687,697,3380.110284,3385,0.911955621,2,33.30462221
5,460,3915,1366,3750,1003,3550,784,871,697,-3058.234351,1.127166592,3603.047127,-7638.5,2.3,3757.173913,3750,0.025,991.2113801,2415,2581.666667,3572.878047,3575,-30.16907989,711,706,716,3608.416577,3610,0.971601514,2.5,37.55584958
6,560,4255,1599,4250,928,3665,852,926,778,-3568.746577,1.208956285,3719.527854,-10315,2.8,4015.357143,4020,0.03,1189.453656,2415,2548.333333,3737.786989,3740,18.25913517,734,729,739,3728.048484,3730,0.974543671,3,34.29241515
7,680,4295,1551,4285,931,3675,860,917,803,-4817.485836,1.476300797,3893.844566,-13052,3.4,4112.647059,4115,0.035,1387.695932,2415,2515,3902.695932,3905,8.851366135,736,731,741,3901.144721,3905,0.980646198,3.5,34.9202266
8,600,4340,1425,4555,941,3730,869,905,833,-6674.062199,1.860199926,4093.679444,-11595,3,4178.666667,4180,0.04,1585.938208,2415,2481.666667,4067.604875,4070,-26.07456952,747,742,752,4097.565295,4100,0.989745254,4,36.54260431
9,480,4590,1633,4425,948,4010,919,936,902,-6547.714286,1.780336134,4210.280374,-9383,2.4,4304.583333,4305,0.045,1784.180484,2415,2448.333333,4232.513817,4235,22.23344365,803,798,808,4219.885619,4220,0.991933498,4.5,34.49397082
10,640,4575,1354,4625,921,4175,916,921,911,-11189.90909,2.741818182,4417.108753,-13286,3.2,4439.6875,4440,0.05,1982.42276,2415,2415,4397.42276,4395,-19.68599316,836,831,841,4428.49723,4430,0.996452484,5,36.07595514
