number,local_first_derivative_maximum,local_first_derivative_maximum_time,amplitude_first_derivative_maximum,local_second_serivative_maximum_time,local_minima_amplitude,local_minima_time,index_maxima,index_tangent_last,index_tangent,tangent_intercept_Swath,tangent_slope_Swath,intersection_time_swath,tangent_intercept,tangent_slope,intersection_time,probe_end_time,travel_length_medium,travel_time_media,air_start_time,air_end_time,theoretical_probe_end_time,rounded_theo_probe_end_time,swath_offset_time,index_minima,index_minima_tangent_first,index_minima_tangent_last,minima_swath_intersection,rounded_minima_swath_inters,r_Square_maxima,,
2,540,3930,2236,3985,1469,3325,787,932,642,-1992.369115,1.05308134,3286.896258,-8375,2.7,3645.925926,3650,0.01,396.484552,2415,2681.666667,3078.151219,3080,-208.7450396,666,661,671,3284.329071,3285,0.952731774,1,82.41814317
3,560,3820,1623,4255,1282,3380,765,910,620,-2068.095623,1.001356422,3345.557634,-9073,2.8,3698.214286,3700,0.015,594.726828,2415,2648.333333,3243.060161,3245,-102.4974723,677,672,682,3344.521222,3345,0.922100551,1.5,48.61217249
4,600,3855,1450,4275,1115,3450,772,917,627,-1968.660901,0.913811511,3374.50433,-10115,3,3743.333333,3745,0.02,792.9691041,2415,2615,3407.969104,3410,33.46477399,691,686,696,3367.931622,3370,0.910243381,2,32.44763404
5,660,3890,1340,3875,1013,3515,779,866,692,-2899.794922,1.091678459,3584.200904,-11497,3.3,3790.909091,3795,0.025,991.2113801,2415,2581.666667,3572.878047,3575,-11.32285754,704,699,709,3586.401045,3590,0.96588043,2.5,36.18269631
6,540,4235,1586,4210,937,3645,848,922,774,-3542.572607,1.208624705,3706.338773,-9848.5,2.7,3994.62963,3995,0.03,1189.453656,2415,2548.333333,3737.786989,3740,31.44821683,730,725,735,3714.719787,3715,0.977872125,3,33.52441493
7,560,4285,1539,4495,920,3700,858,915,801,-4834.494019,1.481200978,3885.01905,-10459,2.8,4063.928571,4065,0.035,1387.695932,2415,2515,3902.695932,3905,17.67688171,741,736,746,3898.163383,3900,0.980115918,3.5,34.47463222
8,600,4315,1415,5070,942,3760,864,900,828,-6733.424935,1.883395039,4075.313345,-11530,3,4157.333333,4160,0.04,1585.938208,2415,2481.666667,4067.604875,4070,-7.708469875,753,748,758,4080.191256,4085,0.988246565,4,35.71466814
9,460,4315,1177,4525,946,4045,864,881,847,-7332.811204,1.970868347,4200.590677,-8747.5,2.3,4214.565217,4215,0.045,1784.180484,2415,2448.333333,4232.513817,4235,31.92314096,810,805,815,4205.751339,4210,0.998252143,4.5,34.11561996
10,680,4585,1399,4570,931,4150,918,923,913,-12931.3,3.125454545,4435.290867,-14190,3.4,4447.352941,4450,0.05,1982.42276,2415,2415,4397.42276,4395,-37.86810662,831,826,836,4442.012485,4445,0.998749772,5,36.73417668
