Amplitude_number,Amplitude_intersect,intersect_time,air_start_time,air_length,air_end_time,rounded_air_end_time,rounded_probe_end_time,soil_perm,soil_length,probe_end_swath_inters,swath_perm,theoretical_probe_end_time,swath_last_point,offset_swath_theo,local_Second_derv_maxima
0,1659.4678111588,2781.115879828327,2415,0.05,2748.3333333333335,2750,2785,Inf,0,2744.5808165088033,Inf,2750,2690.5,5.419183491196691,2965
1,1667.833333333334,2780.8333333333335,2415,0.045000000000000005,2715,2715,2785,4.410000000000004,0.0049999999999999975,2771.7147856517936,2.8949102203760058,2803.128693776015,2687,31.413908124221507,2825
2,2309.34407501398,3111.5473353692632,2415,0.04,2681.6666666666665,2685,3115,41.60249999999999,0.010000000000000002,3103.308125634894,40.000841982192505,2861.2573875520307,2919,-242.05073808286352,3135
3,2207.7196731217064,3137.8862104160207,2415,0.035,2648.3333333333335,2650,3140,24.010000000000005,0.015,3133.3675639673006,23.525820488668444,2914.3860813280457,2931.5,-218.98148263925486,3140
4,1869.3595976529741,3084.3713327745177,2415,0.030000000000000002,2615,2615,3085,12.425625,0.02,2969.199407957667,7.056968658612855,2967.514775104061,2930.5,-1.6846328536062174,3410
5,1772.6001668884328,3091.6097968020567,2415,0.025,2581.6666666666665,2585,3095,9.3636,0.025,3026.538435169505,7.124792054790357,3025.6434688800764,2942.5,-0.894966289428794,3115
6,1723.6213026373334,3130.3002412291353,2415,0.020000000000000004,2548.3333333333335,2550,3135,8.555625,0.03,3078.1524428128237,7.017707219241,3078.7721626560915,2937.5,0.6197198432678306,3165
7,1649.2067509208664,3133.957989330623,2415,0.015,2515,2515,3135,7.060408163265303,0.035,3129.28889416865,6.930933896919361,3131.9008564321066,2936,2.611962263456462,3515
8,1782.8751332627871,3191.311008112875,2415,0.010000000000000002,2481.6666666666665,2485,3195,7.088906250000001,0.04,3190.4167366091356,7.063968679361084,3190.029550208122,2943,-0.38718640101342316,3235
9,1858.6481151927346,3247.249445644922,2415,0.0050000000000000044,2448.3333333333335,2450,3250,7.111111111111111,0.045,3248.9735287333233,7.122496916557043,3243.1582439841372,2967.5,-5.815284749186048,3490
10,1611.3461538461506,3325.3365384615377,2415,0,2415,2415,3330,7.535025000000001,0.05,3296.9928278688553,7.001202135708902,3296.2869377601523,3160.5,-0.7058901087029881,3480
